# ----------------------------------------
# Rutas de atribución de eventos clave
# Cuenta: www.assist-card.com
# Propiedad: Assist Card GA4 PROD
# ----------------------------------------
# 
# País coincide exactamente con Argentina
# Fecha de inicio: 20260501
# Fecha de finalización: 20260531
Ruta del grupo de canales principal,Eventos clave atribuidos a la ruta en función de los datos,Eventos clave,Ingresos derivados de las compras,Días hasta el evento clave,Puntos de contacto antes del evento clave
"[""Email"",""Email"",""Email"",""Paid Search"",""Paid Search"",""Email""]",NaN,2,1204.479998,1.5,6
"[""Paid Search"",""Paid Social"",""Paid Social""]",NaN,2,1219.249999,7.5,3
"[""Email"",""Email"",""Email"",""Unassigned""]",NaN,2,1221.819998,21.5,4
"[""Paid Search"",""Organic Search"",""Unassigned""]",NaN,2,1227.399998,35.5,3
"[""Organic Search"",""Organic Search"",""Email"",""Email""]",NaN,2,1239.859996,15,4
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,2,1279.039995,8.5,4
"[""Cross-network"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,2,1389.67,32.5,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Referral""]",NaN,2,1390,35.5,4
"[""Cross-network"",""Paid Search"",""Paid Search"",""Referral"",""Paid Search""]",NaN,2,1418.799998,32.5,5
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Unassigned""]",NaN,2,1511.399999,19.5,5
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,2,1527.599997,1.5,7
"[""Email"",""Email"",""Email"",""Email"",""Paid Search""]",NaN,2,1528.999999,1.5,5
"[""Paid Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,2,1612.399996,57,7
"[""Paid Search"",""Paid Other"",""Paid Other"",""Paid Other""]",NaN,1,0,0,4
"[""Cross-network"",""Organic Search"",""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,0,1,6
"[""Organic Search"",""Paid Search"",""Organic Search"",""Referral"",""Email"",""Referral"",""Organic Search""]",NaN,1,0,5,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,1,0,6,5
"[""Referral"",""Referral"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search""]",NaN,1,0,9,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,0,17,8
"[""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned""]",NaN,1,0,22,6
"[""Cross-network"",""Referral"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,0,42,8
"[""Referral"",""Referral"",""Paid Search"",""Paid Search""]",NaN,1,0,75,4
"[""Referral"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,7.259998,29,4
"[""Paid Search"",""Paid Search"",""Organic Search"",""Cross-network""]",NaN,1,17.479999,5,4
"[""Unassigned"",""Organic Search"",""Organic Search""]",NaN,1,20.979999,0,3
"[""Paid Social"",""Referral"",""Organic Social"",""Organic Social""]",NaN,1,20.979999,0,4
"[""Referral"",""Referral"",""Paid Social""]",NaN,1,20.98,0,3
"[""Referral"",""Organic Search"",""Organic Search"",""Referral""]",NaN,1,29.369999,2,4
"[""Organic Search"",""Display"",""Referral""]",NaN,1,30,4,3
"[""Cross-network"",""Cross-network"",""Email"",""Email"",""Email""]",NaN,1,31.459998,25,5
"[""Referral"",""Referral"",""Cross-network"",""Referral""]",NaN,1,32,9,4
"[""Email"",""Email"",""Email"",""Paid Search"",""Referral"",""Referral"",""Referral""]",NaN,1,32.099999,0,7
"[""Unassigned"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,46.799998,35,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Social"",""Paid Other""]",NaN,1,51,55,6
"[""Organic Search"",""Referral"",""Paid Search"",""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,1,54,49,7
"[""Cross-network"",""Unassigned""]",NaN,1,57.12,0,2
"[""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search""]",NaN,1,57.779998,84,5
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Display"",""Email"",""Paid Search"",""Paid Search""]",NaN,1,61.599999,35,8
"[""Organic Social"",""Referral"",""Referral""]",NaN,1,61.929999,0,3
"[""Organic Search"",""Paid Social"",""Referral"",""Referral"",""Paid Social"",""Paid Social"",""Referral""]",NaN,1,63.179999,5,7
"[""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,1,65,2,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,69.999999,0,6
"[""Cross-network"",""Paid Social"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,74.879996,3,6
"[""Paid Other"",""Paid Other"",""Paid Search"",""Paid Search""]",NaN,1,76.94,1,4
"[""Organic Search"",""Organic Search"",""Referral""]",NaN,1,77.349998,0,3
"[""Display"",""Display"",""Display"",""Display"",""Display"",""Referral"",""Referral"",""Referral""]",NaN,1,78.829999,7,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social""]",NaN,1,84.239998,2,4
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,84.239998,6,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Referral""]",NaN,1,84.239999,7,6
"[""Unassigned"",""Cross-network"",""Cross-network""]",NaN,1,84.449999,1,3
"[""Unassigned"",""Paid Other""]",NaN,1,88.249999,5,2
"[""Organic Social"",""Referral"",""Referral"",""Referral""]",NaN,1,90.089999,0,4
"[""Cross-network"",""Paid Social"",""Cross-network"",""Paid Social""]",NaN,1,90.899998,27,4
"[""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social""]",NaN,1,93.599999,1,4
"[""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,93.599999,75,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral""]",NaN,1,94,4,7
"[""Organic Search"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,94.949996,37,7
"[""Cross-network"",""Cross-network"",""Referral"",""Referral""]",NaN,1,97.019999,44,4
"[""Organic Search"",""Organic Search"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,99.6,0,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Email"",""Paid Search""]",NaN,1,101,25,8
"[""Organic Search"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,1,101.349998,22,7
"[""Referral"",""Cross-network"",""Paid Search""]",NaN,1,104.179999,5,3
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search""]",NaN,1,104.829999,22,7
"[""Paid Social"",""Paid Search"",""Cross-network""]",NaN,1,107.8,4,3
"[""Paid Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email""]",NaN,1,109.239996,26,6
"[""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral""]",NaN,1,110.759997,0,6
"[""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,1,110.759997,0,7
"[""Paid Other"",""Referral"",""Referral"",""Referral""]",NaN,1,110.759998,8,4
"[""Organic Search"",""Cross-network"",""Organic Search""]",NaN,1,110.879999,0,3
"[""Unassigned"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,112.159997,13,5
"[""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,112.319997,6,8
"[""Referral"",""Paid Other"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,113.159999,1,6
"[""Referral"",""Referral"",""Referral"",""Email""]",NaN,1,114.619998,2,4
"[""Organic Search"",""Paid Search"",""Email"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,116.499999,32,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,1,118.649997,52,5
"[""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,119.279997,15,6
"[""Paid Social"",""Referral"",""Referral"",""Referral"",""Organic Social"",""Organic Social"",""Referral""]",NaN,1,119.339999,32,7
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search""]",NaN,1,120.01,28,6
"[""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral""]",NaN,1,123.199998,88,5
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,124.799998,1,6
"[""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,126,2,7
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,127.359998,4,5
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,128.519997,35,6
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search""]",NaN,1,130,40,6
"[""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,131.239998,1,4
"[""Referral"",""Unassigned"",""Unassigned"",""Unassigned"",""Cross-network""]",NaN,1,131.669996,16,5
"[""Referral"",""Referral"",""Paid Search"",""Referral"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,132.599997,6,8
"[""Referral"",""Unassigned"",""Paid Search"",""Referral"",""Referral""]",NaN,1,132.599999,0,5
"[""Organic Search"",""Organic Search"",""Display"",""Cross-network"",""Cross-network""]",NaN,1,137,37,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,138.119997,1,6
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Paid Search""]",NaN,1,138.349998,0,6
"[""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,1,138.599998,0,4
"[""Referral"",""Display"",""Unassigned"",""Unassigned""]",NaN,1,138.599999,1,4
"[""Display"",""Display"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,139.299998,5,5
"[""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,140.399998,12,5
"[""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search"",""Email""]",NaN,1,142.799998,0,5
"[""Display"",""Display"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,143.279996,0,5
"[""Display"",""Referral""]",NaN,1,143.28,46,2
"[""Cross-network"",""Display"",""Cross-network"",""Cross-network""]",NaN,1,145.07,2,4
"[""Unassigned"",""Paid Search"",""Cross-network""]",NaN,1,145.149999,1,3
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,145.8,0,6
"[""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,149.199997,17,7
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Social""]",NaN,1,149.759999,1,5
"[""Cross-network"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Social""]",NaN,1,151.199997,3,7
"[""Referral"",""Referral"",""Referral"",""Unassigned""]",NaN,1,151.409997,0,4
"[""Paid Search"",""Organic Search"",""Paid Social"",""Organic Search"",""Organic Search""]",NaN,1,152.319998,6,5
"[""Cross-network"",""Email"",""Paid Search"",""Email"",""Email""]",NaN,1,152.459999,6,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,1,154,23,8
"[""Paid Search"",""Organic Search"",""Organic Social"",""Referral"",""Referral"",""Referral""]",NaN,1,154.959997,0,6
"[""Organic Social"",""Organic Social"",""Paid Search"",""Unassigned""]",NaN,1,154.959998,0,4
"[""Email"",""Organic Social"",""Organic Social"",""Referral"",""Unassigned"",""Unassigned"",""Referral""]",NaN,1,154.959998,4,7
"[""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Paid Search""]",NaN,1,154.959999,62,8
"[""Organic Social"",""Organic Social"",""Paid Social"",""Organic Social""]",NaN,1,154.96,7,4
"[""Email"",""Email"",""Cross-network"",""Cross-network""]",NaN,1,156.759998,42,4
"[""Paid Search"",""Paid Search"",""Cross-network"",""Email"",""Email""]",NaN,1,157.019997,0,5
"[""Referral"",""Referral"",""Referral"",""Paid Search"",""Referral"",""Referral""]",NaN,1,157.079997,56,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,1,157.609998,6,4
"[""Unassigned"",""Paid Search"",""Organic Search""]",NaN,1,158.339999,0,3
"[""Referral"",""Email"",""Referral"",""Unassigned""]",NaN,1,158.399999,4,4
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,159.199996,0,8
"[""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Unassigned""]",NaN,1,159.199997,0,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,160.159999,10,6
"[""Referral"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,163.279997,0,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Paid Search""]",NaN,1,165.199997,8,5
"[""Email"",""Referral"",""Email""]",NaN,1,165.599999,0,3
"[""Paid Search"",""Email"",""Email"",""Unassigned"",""Unassigned"",""Cross-network"",""Cross-network""]",NaN,1,165.789997,9,7
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Referral""]",NaN,1,166.329999,0,7
"[""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral""]",NaN,1,169.509998,2,5
"[""Paid Other"",""Paid Other""]",NaN,1,171.36,3,2
"[""Organic Search"",""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,1,174.799997,13,7
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Referral""]",NaN,1,175.599996,1,6
"[""Email"",""Email"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,175.599997,6,7
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,175.599997,13,8
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Email"",""Email""]",NaN,1,175.599997,66,7
"[""Paid Search"",""Paid Search"",""Organic Social"",""Paid Search"",""Referral""]",NaN,1,175.599998,29,5
"[""Paid Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,175.599998,50,6
"[""Unassigned"",""Unassigned"",""Organic Social"",""Organic Social""]",NaN,1,175.599998,62,4
"[""Organic Social"",""Organic Social"",""Referral"",""Referral"",""Referral""]",NaN,1,175.599998,62,5
"[""Organic Social"",""Email"",""Organic Social""]",NaN,1,175.599999,0,3
"[""Cross-network"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,175.599999,0,7
"[""Organic Social"",""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Email"",""Organic Social""]",NaN,1,175.599999,9,8
"[""Organic Social"",""Referral""]",NaN,1,175.6,1,2
"[""Referral"",""Paid Search"",""Paid Search"",""Referral""]",NaN,1,177,0,4
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search""]",NaN,1,177.099998,36,7
"[""Paid Search"",""Paid Search"",""Organic Social"",""Paid Search"",""Organic Social""]",NaN,1,177.839999,0,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,1,179.299996,1,6
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Unassigned""]",NaN,1,179.449998,1,5
"[""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",NaN,1,180.009999,3,8
"[""Referral"",""Paid Search"",""Cross-network""]",NaN,1,182.779999,13,3
"[""Email"",""Unassigned"",""Unassigned"",""Paid Social""]",NaN,1,182.989999,16,4
"[""Email"",""Email"",""Email"",""Organic Search"",""Email"",""Email"",""Email"",""Email""]",NaN,1,185.639999,57,8
"[""Referral"",""Referral"",""Referral"",""Email"",""Referral""]",NaN,1,185.799999,10,5
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,186.509997,0,6
"[""Organic Search"",""Organic Search"",""Unassigned"",""Organic Search""]",NaN,1,191.189998,0,4
"[""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,192.599999,11,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Other"",""Paid Other""]",NaN,1,194.739997,33,6
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,1,194.849998,0,5
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Referral""]",NaN,1,196.1,55,6
"[""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,1,197.009998,30,4
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Search""]",NaN,1,197.12,21,4
"[""Unassigned"",""Cross-network"",""Cross-network"",""Display""]",NaN,1,197.179997,0,4
"[""Paid Search"",""Organic Social"",""Paid Search""]",NaN,1,200.199999,1,3
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,200.2,8,7
"[""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,200.54,51,7
"[""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Referral"",""Referral"",""Paid Search""]",NaN,1,204.099998,66,8
"[""Paid Search"",""Organic Social"",""Organic Social"",""Paid Search"",""Referral""]",NaN,1,204.749999,26,5
"[""Email"",""Paid Search"",""Email"",""Referral"",""Referral""]",NaN,1,205.919998,6,5
"[""Unassigned"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,1,206.999995,0,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,1,207.9,2,7
"[""Paid Search"",""Email"",""Paid Search"",""Paid Social""]",NaN,1,209.199998,2,4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Referral"",""Referral"",""Paid Search""]",NaN,1,210,67,6
"[""Organic Social"",""Organic Social"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,210.719998,0,6
"[""Organic Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Email""]",NaN,1,211.119999,3,5
"[""Paid Search"",""Unassigned"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,211.25,7,5
"[""Paid Social"",""Paid Social"",""Email"",""Email"",""Paid Social""]",NaN,1,211.25,13,5
"[""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Paid Search""]",NaN,1,214.199998,0,6
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search""]",NaN,1,214.599999,3,6
"[""Unassigned"",""Referral"",""Unassigned"",""Referral""]",NaN,1,215.819999,41,4
"[""Email"",""Referral"",""Paid Search"",""Unassigned"",""Email"",""Paid Search""]",NaN,1,220.409998,4,6
"[""Paid Search"",""Unassigned"",""Display"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,220.799999,11,6
"[""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social""]",NaN,1,221.519998,14,4
"[""Organic Social"",""Organic Social"",""Paid Search"",""Email"",""Organic Social""]",NaN,1,221.519999,19,5
"[""Cross-network"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Organic Search""]",NaN,1,222.549999,3,6
"[""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search""]",NaN,1,224.44,5,4
"[""Paid Social"",""Paid Search"",""Paid Social"",""Paid Search"",""Paid Search""]",NaN,1,226.01,19,5
"[""Organic Social"",""Organic Search""]",NaN,1,227,51,2
"[""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,227.499998,7,7
"[""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Social""]",NaN,1,227.719997,0,5
"[""Display"",""Display"",""Display"",""Unassigned"",""Unassigned"",""Unassigned"",""Display"",""Unassigned""]",NaN,1,228.479995,0,8
"[""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Referral"",""Referral""]",NaN,1,228.479996,2,6
"[""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Unassigned""]",NaN,1,228.479999,2,5
"[""Organic Search"",""Paid Search"",""Cross-network"",""Unassigned""]",NaN,1,230,2,4
"[""Organic Search"",""Organic Search"",""Referral"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,1,231,9,6
"[""Cross-network"",""Paid Search"",""Referral"",""Email"",""Email"",""Email""]",NaN,1,231,19,6
"[""Organic Search"",""Organic Social""]",NaN,1,232,5,2
"[""Cross-network"",""Referral"",""Referral"",""Unassigned""]",NaN,1,233.099998,18,4
"[""Email"",""Paid Search"",""Unassigned""]",NaN,1,235.199999,0,3
"[""Display"",""Display"",""Referral"",""Organic Search"",""Display"",""Display""]",NaN,1,235.619998,1,6
"[""Paid Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,237.509999,3,7
"[""Referral"",""Organic Search"",""Referral""]",NaN,1,238,0,3
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,238,47,8
"[""Paid Search"",""Paid Search"",""Unassigned"",""Unassigned""]",NaN,1,238.069998,0,4
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search""]",NaN,1,242.759998,61,8
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Organic Social"",""Paid Search""]",NaN,1,243.36,9,6
"[""Cross-network"",""Cross-network"",""Paid Social"",""Paid Social"",""Cross-network""]",NaN,1,243.699998,27,5
"[""Email"",""Email"",""Email"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,246.399998,5,6
"[""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,246.399999,49,4
"[""Paid Search"",""Paid Search"",""Paid Social""]",NaN,1,247,15,3
"[""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,1,248.399999,34,7
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social""]",NaN,1,251.199995,0,8
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,251.2,0,8
"[""Unassigned"",""Unassigned"",""Unassigned"",""Display""]",NaN,1,252.399999,10,4
"[""Cross-network"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,1,253,7,5
"[""Cross-network"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,1,254.399999,1,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,1,257.209999,0,6
"[""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Referral""]",NaN,1,257.899999,0,5
"[""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,1,260,25,6
"[""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,261.799999,0,6
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Email""]",NaN,1,261.839998,71,8
"[""Referral"",""Cross-network"",""Referral"",""Referral""]",NaN,1,263,0,4
"[""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,265.199999,2,8
"[""Referral"",""Paid Social"",""Referral"",""Organic Social"",""Referral"",""Referral""]",NaN,1,265.199999,7,6
"[""Unassigned"",""Unassigned"",""Paid Search"",""Organic Social""]",NaN,1,265.599999,4,4
"[""Referral"",""Referral"",""Paid Search"",""Unassigned"",""Unassigned""]",NaN,1,267.919998,0,5
"[""Referral"",""Paid Search"",""Referral"",""Referral"",""Paid Search""]",NaN,1,269.099999,0,5
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,269.099999,2,7
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,269.499999,9,4
"[""Organic Search"",""Cross-network"",""Cross-network"",""Organic Search""]",NaN,1,271.199998,2,4
"[""Display"",""Paid Search"",""Paid Search""]",NaN,1,271.25,76,3
"[""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search""]",NaN,1,271.319999,1,6
"[""Email"",""Paid Social"",""Paid Social"",""Email"",""Email""]",NaN,1,271.319999,66,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Social""]",NaN,1,271.579997,86,7
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,271.58,33,7
"[""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,273.239996,14,6
"[""Paid Search"",""Paid Search"",""Organic Social""]",NaN,1,276,1,3
"[""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,277.089999,0,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,277.199997,73,8
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search""]",NaN,1,277.199999,0,5
"[""Email"",""Organic Search"",""Email"",""Email"",""Email"",""Paid Search""]",NaN,1,277.199999,1,6
"[""Cross-network"",""Unassigned"",""Paid Search""]",NaN,1,278.6,0,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,1,279.999997,22,8
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Referral""]",NaN,1,280,4,6
"[""Referral"",""Referral"",""Cross-network"",""Cross-network"",""Referral"",""Referral""]",NaN,1,280,86,6
"[""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,282.879998,0,8
"[""Cross-network"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,282.98,5,5
